UNIXTime,Data,Time,Radiation,Temperature,Pressure,Humidity,WindDirection_Degrees,Speed,TimeSunRise,TimeSunSet
1474465803,9/21/2016 12:00:00 AM,03:50:03,1.2,45,30.37,84,132.85,6.75,06:11:00,18:20:00
1474466105,9/21/2016 12:00:00 AM,03:55:05,1.21,45,30.37,80,160.5,7.87,06:11:00,18:20:00
1474466405,9/21/2016 12:00:00 AM,04:00:05,1.23,45,30.37,79,169.06,6.75,06:11:00,18:20:00
1474466704,9/21/2016 12:00:00 AM,04:05:04,1.2,45,30.37,79,144.69,5.62,06:11:00,18:20:00
1474467004,9/21/2016 12:00:00 AM,04:10:04,1.23,45,30.37,82,157.61,4.5,06:11:00,18:20:00
1474467304,9/21/2016 12:00:00 AM,04:15:04,1.25,45,30.37,84,146.45,5.62,06:11:00,18:20:00
1474467605,9/21/2016 12:00:00 AM,04:20:05,1.21,45,30.37,84,172.54,5.62,06:11:00,18:20:00
1474467904,9/21/2016 12:00:00 AM,04:25:04,1.2,45,30.37,85,144.88,11.25,06:11:00,18:20:00
1474468205,9/21/2016 12:00:00 AM,04:30:05,1.25,45,30.37,88,138.52,12.37,06:11:00,18:20:00
1474468507,9/21/2016 12:00:00 AM,04:35:07,1.22,46,30.37,90,172.24,7.87,06:11:00,18:20:00
1474472707,9/21/2016 12:00:00 AM,05:45:07,1.23,46,30.39,99,163.62,6.75,06:11:00,18:20:00
1474472402,9/21/2016 12:00:00 AM,05:40:02,1.21,46,30.39,99,176.75,6.75,06:11:00,18:20:00
1474472103,9/21/2016 12:00:00 AM,05:35:03,1.21,46,30.39,98,136.0,6.75,06:11:00,18:20:00
1474471804,9/21/2016 12:00:00 AM,05:30:04,1.22,46,30.39,98,169.82,6.75,06:11:00,18:20:00
1474471506,9/21/2016 12:00:00 AM,05:25:06,1.2,47,30.39,98,157.24,4.5,06:11:00,18:20:00
1474471203,9/21/2016 12:00:00 AM,05:20:03,1.24,47,30.39,98,143.45,3.37,06:11:00,18:20:00
1474463405,9/21/2016 12:00:00 AM,03:10:05,1.22,44,30.38,89,194.43,4.5,06:11:00,18:20:00
1474470905,9/21/2016 12:00:00 AM,05:15:05,1.21,47,30.38,97,139.12,6.75,06:11:00,18:20:00
1474470305,9/21/2016 12:00:00 AM,05:05:05,1.23,46,30.38,94,136.36,4.5,06:11:00,18:20:00
1474470003,9/21/2016 12:00:00 AM,05:00:03,1.23,46,30.38,94,187.76,3.37,06:11:00,18:20:00
1474469704,9/21/2016 12:00:00 AM,04:55:04,1.21,46,30.38,95,166.49,6.75,06:11:00,18:20:00
1474469402,9/21/2016 12:00:00 AM,04:50:02,1.25,46,30.38,95,140.7,9.0,06:11:00,18:20:00
1474469105,9/21/2016 12:00:00 AM,04:45:05,1.2,46,30.38,94,160.6,4.5,06:11:00,18:20:00
1474468805,9/21/2016 12:00:00 AM,04:40:05,1.24,46,30.37,92,148.74,7.87,06:11:00,18:20:00
1474470607,9/21/2016 12:00:00 AM,05:10:07,1.19,46,30.38,96,165.25,5.62,06:11:00,18:20:00
1474462805,9/21/2016 12:00:00 AM,03:00:05,1.23,44,30.38,85,155.71,4.5,06:11:00,18:20:00
1474462503,9/21/2016 12:00:00 AM,02:55:03,1.19,44,30.38,85,169.32,5.62,06:11:00,18:20:00
1474462202,9/21/2016 12:00:00 AM,02:50:02,1.23,44,30.38,87,124.7,5.62,06:11:00,18:20:00
1474456505,9/21/2016 12:00:00 AM,01:15:05,1.23,46,30.39,80,157.08,3.37,06:11:00,18:20:00
1474456205,9/21/2016 12:00:00 AM,01:10:05,1.21,46,30.39,82,136.73,4.5,06:11:00,18:20:00
1474455904,9/21/2016 12:00:00 AM,01:05:04,1.24,46,30.39,93,129.41,3.37,06:11:00,18:20:00
1474455604,9/21/2016 12:00:00 AM,01:00:04,1.22,46,30.39,100,111.09,4.5,06:11:00,18:20:00
1474455305,9/21/2016 12:00:00 AM,00:55:05,1.21,47,30.39,101,147.78,4.5,06:11:00,18:20:00
1474454705,9/21/2016 12:00:00 AM,00:45:05,1.2,47,30.39,101,129.19,3.37,06:11:00,18:20:00
1474456805,9/21/2016 12:00:00 AM,01:20:05,1.22,46,30.39,77,162.14,5.62,06:11:00,18:20:00
1474454406,9/21/2016 12:00:00 AM,00:40:06,1.18,47,30.39,101,135.7,5.62,06:11:00,18:20:00
1474453803,9/21/2016 12:00:00 AM,00:30:03,1.26,48,30.39,101,112.53,1.12,06:11:00,18:20:00
1474453503,9/21/2016 12:00:00 AM,00:25:03,1.21,48,30.4,101,35.09,4.5,06:11:00,18:20:00
1474453203,9/21/2016 12:00:00 AM,00:20:03,1.2,47,30.4,101,102.14,3.37,06:11:00,18:20:00
1474452607,9/21/2016 12:00:00 AM,00:10:07,1.22,48,30.4,101,154.35,3.37,06:11:00,18:20:00
1474452319,9/21/2016 12:00:00 AM,00:05:19,1.2,48,30.4,101,164.01,4.5,06:11:00,18:20:00
1474452005,9/21/2016 12:00:00 AM,00:00:05,1.2,48,30.4,101,150.08,4.5,06:11:00,18:20:00
1474454109,9/21/2016 12:00:00 AM,00:35:09,1.24,48,30.4,101,154.86,2.25,06:11:00,18:20:00
1474473003,9/21/2016 12:00:00 AM,05:50:03,1.21,46,30.39,99,141.79,7.87,06:11:00,18:20:00
1474457103,9/21/2016 12:00:00 AM,01:25:03,1.22,45,30.39,75,177.7,4.5,06:11:00,18:20:00
1474457705,9/21/2016 12:00:00 AM,01:35:05,1.2,45,30.39,73,151.05,4.5,06:11:00,18:20:00
1474461904,9/21/2016 12:00:00 AM,02:45:04,1.23,44,30.38,77,147.21,5.62,06:11:00,18:20:00
1474461605,9/21/2016 12:00:00 AM,02:40:05,1.18,44,30.38,80,132.75,5.62,06:11:00,18:20:00
1474461303,9/21/2016 12:00:00 AM,02:35:03,1.24,43,30.38,78,137.71,5.62,06:11:00,18:20:00
1474461007,9/21/2016 12:00:00 AM,02:30:07,1.21,43,30.38,77,153.82,5.62,06:11:00,18:20:00
1474460713,9/21/2016 12:00:00 AM,02:25:13,1.16,43,30.38,79,172.37,5.62,06:11:00,18:20:00
1474460404,9/21/2016 12:00:00 AM,02:20:04,1.24,43,30.38,81,147.44,6.75,06:11:00,18:20:00
1474457405,9/21/2016 12:00:00 AM,01:30:05,1.21,45,30.39,73,159.07,3.37,06:11:00,18:20:00
1474460105,9/21/2016 12:00:00 AM,02:15:05,1.2,43,30.39,78,169.8,5.62,06:11:00,18:20:00
1474459503,9/21/2016 12:00:00 AM,02:05:03,1.21,43,30.39,76,172.86,4.5,06:11:00,18:20:00
1474459204,9/21/2016 12:00:00 AM,02:00:04,1.2,44,30.39,74,160.88,4.5,06:11:00,18:20:00
1474458905,9/21/2016 12:00:00 AM,01:55:05,1.22,44,30.39,70,163.38,5.62,06:11:00,18:20:00
1474458605,9/21/2016 12:00:00 AM,01:50:05,1.24,44,30.39,70,156.99,4.5,06:11:00,18:20:00
1474458304,9/21/2016 12:00:00 AM,01:45:04,1.23,44,30.39,72,150.52,2.25,06:11:00,18:20:00
1474458004,9/21/2016 12:00:00 AM,01:40:04,1.23,45,30.39,73,149.46,1.12,06:11:00,18:20:00
1474459805,9/21/2016 12:00:00 AM,02:10:05,1.22,43,30.39,76,160.15,5.62,06:11:00,18:20:00
1474473303,9/21/2016 12:00:00 AM,05:55:03,1.24,46,30.39,100,162.04,6.75,06:11:00,18:20:00
1474463105,9/21/2016 12:00:00 AM,03:05:05,1.2,44,30.38,88,173.94,5.62,06:11:00,18:20:00
1474473906,9/21/2016 12:00:00 AM,06:05:06,3.39,46,30.39,100,166.8,5.62,06:11:00,18:20:00
1474488917,9/21/2016 12:00:00 AM,10:15:17,960.47,58,30.42,85,110.83,9.0,06:11:00,18:20:00
1474488608,9/21/2016 12:00:00 AM,10:10:08,902.96,58,30.42,84,41.89,6.75,06:11:00,18:20:00
1474488005,9/21/2016 12:00:00 AM,10:00:05,869.13,57,30.43,84,59.41,10.12,06:11:00,18:20:00
1474487705,9/21/2016 12:00:00 AM,09:55:05,859.83,57,30.43,86,48.3,4.5,06:11:00,18:20:00
1474487403,9/21/2016 12:00:00 AM,09:50:03,851.04,57,30.43,87,26.37,3.37,06:11:00,18:20:00
1474487104,9/21/2016 12:00:00 AM,09:45:04,837.37,57,30.43,87,0.11,4.5,06:11:00,18:20:00
1474489507,9/21/2016 12:00:00 AM,10:25:07,962.54,58,30.43,86,64.85,6.75,06:11:00,18:20:00
1474486805,9/21/2016 12:00:00 AM,09:40:05,628.18,57,30.43,88,221.06,3.37,06:11:00,18:20:00
1474486206,9/21/2016 12:00:00 AM,09:30:06,798.44,56,30.43,89,313.97,7.87,06:11:00,18:20:00
1474485903,9/21/2016 12:00:00 AM,09:25:03,516.63,56,30.43,90,80.47,2.25,06:11:00,18:20:00
1474485608,9/21/2016 12:00:00 AM,09:20:08,796.21,56,30.43,88,32.81,4.5,06:11:00,18:20:00
1474485307,9/21/2016 12:00:00 AM,09:15:07,731.54,56,30.42,88,49.44,3.37,06:11:00,18:20:00
1474485003,9/21/2016 12:00:00 AM,09:10:03,714.72,56,30.42,89,74.46,9.0,06:11:00,18:20:00
1474484704,9/21/2016 12:00:00 AM,09:05:04,616.52,55,30.42,90,52.84,6.75,06:11:00,18:20:00
1474486505,9/21/2016 12:00:00 AM,09:35:05,866.73,56,30.43,88,75.26,3.37,06:11:00,18:20:00
1474484404,9/21/2016 12:00:00 AM,09:00:04,502.09,55,30.42,90,105.53,7.87,06:11:00,18:20:00
1474489802,9/21/2016 12:00:00 AM,10:30:02,525.08,58,30.43,86,36.56,6.75,06:11:00,18:20:00
1474490407,9/21/2016 12:00:00 AM,10:40:07,1111.97,58,30.43,83,49.13,12.37,06:11:00,18:20:00
1474473607,9/21/2016 12:00:00 AM,06:00:07,1.79,46,30.39,100,158.78,6.75,06:11:00,18:20:00
1474494618,9/21/2016 12:00:00 AM,11:50:18,733.23,59,30.42,84,85.69,6.75,06:11:00,18:20:00
1474494323,9/21/2016 12:00:00 AM,11:45:23,913.42,58,30.42,83,0.42,7.87,06:11:00,18:20:00
1474494021,9/21/2016 12:00:00 AM,11:40:21,808.82,58,30.42,84,31.13,9.0,06:11:00,18:20:00
1474493721,9/21/2016 12:00:00 AM,11:35:21,929.28,58,30.42,85,35.43,11.25,06:11:00,18:20:00
1474493421,9/21/2016 12:00:00 AM,11:30:21,792.79,58,30.42,86,144.5,12.37,06:11:00,18:20:00
1474490108,9/21/2016 12:00:00 AM,10:35:08,1004.93,58,30.43,86,48.21,4.5,06:11:00,18:20:00
1474493118,9/21/2016 12:00:00 AM,11:25:18,516.86,59,30.43,86,287.64,6.75,06:11:00,18:20:00
1474492520,9/21/2016 12:00:00 AM,11:15:20,991.51,59,30.43,82,214.18,2.25,06:11:00,18:20:00
1474492224,9/21/2016 12:00:00 AM,11:10:24,1076.8,59,30.43,79,319.03,5.62,06:11:00,18:20:00
1474491921,9/21/2016 12:00:00 AM,11:05:21,1026.84,59,30.43,82,15.05,10.12,06:11:00,18:20:00
1474491304,9/21/2016 12:00:00 AM,10:55:04,1030.37,58,30.43,84,48.57,12.37,06:11:00,18:20:00
1474491002,9/21/2016 12:00:00 AM,10:50:02,613.26,58,30.43,85,103.07,5.62,06:11:00,18:20:00
1474490707,9/21/2016 12:00:00 AM,10:45:07,916.01,58,30.43,84,48.4,9.0,06:11:00,18:20:00
1474492821,9/21/2016 12:00:00 AM,11:20:21,1203.23,59,30.42,84,34.3,11.25,06:11:00,18:20:00
1474484104,9/21/2016 12:00:00 AM,08:55:04,654.18,55,30.43,92,7.37,4.5,06:11:00,18:20:00
1474489202,9/21/2016 12:00:00 AM,10:20:02,938.04,58,30.42,84,35.98,10.12,06:11:00,18:20:00
1474474205,9/21/2016 12:00:00 AM,06:10:05,5.52,46,30.39,100,140.85,5.62,06:11:00,18:20:00
1474478405,9/21/2016 12:00:00 AM,07:20:05,247.04,51,30.4,99,122.7,7.87,06:11:00,18:20:00
1474478103,9/21/2016 12:00:00 AM,07:15:03,217.98,50,30.4,100,98.25,7.87,06:11:00,18:20:00
1474477807,9/21/2016 12:00:00 AM,07:10:07,190.77,49,30.4,100,136.84,7.87,06:11:00,18:20:00
1474477506,9/21/2016 12:00:00 AM,07:05:06,151.48,48,30.4,100,98.29,6.75,06:11:00,18:20:00
1474477204,9/21/2016 12:00:00 AM,07:00:04,20.2,47,30.39,100,156.71,2.25,06:11:00,18:20:00
1474476608,9/21/2016 12:00:00 AM,06:50:08,18.19,47,30.39,100,150.01,2.25,06:11:00,18:20:00
1474478705,9/21/2016 12:00:00 AM,07:25:05,277.96,51,30.4,97,126.1,7.87,06:11:00,18:20:00
1474476303,9/21/2016 12:00:00 AM,06:45:03,17.2,47,30.39,100,135.45,4.5,06:11:00,18:20:00
1474475702,9/21/2016 12:00:00 AM,06:35:02,14.9,46,30.39,100,146.94,9.0,06:11:00,18:20:00
1474475409,9/21/2016 12:00:00 AM,06:30:09,14.25,46,30.39,100,142.19,5.62,06:11:00,18:20:00
1474475104,9/21/2016 12:00:00 AM,06:25:04,16.07,46,30.39,100,151.41,6.75,06:11:00,18:20:00
1474474803,9/21/2016 12:00:00 AM,06:20:03,11.49,46,30.39,100,169.46,9.0,06:11:00,18:20:00
1474474503,9/21/2016 12:00:00 AM,06:15:03,7.69,46,30.39,100,124.66,2.25,06:11:00,18:20:00
1474483803,9/21/2016 12:00:00 AM,08:50:03,397.06,55,30.43,92,55.55,1.12,06:11:00,18:20:00
1474476004,9/21/2016 12:00:00 AM,06:40:04,16.17,47,30.39,100,178.83,5.62,06:11:00,18:20:00
1474479008,9/21/2016 12:00:00 AM,07:30:08,308.58,52,30.4,96,112.5,2.25,06:11:00,18:20:00
1474476905,9/21/2016 12:00:00 AM,06:55:05,19.0,47,30.39,100,151.65,2.25,06:11:00,18:20:00
1474483505,9/21/2016 12:00:00 AM,08:45:05,645.65,55,30.42,92,44.31,4.5,06:11:00,18:20:00
1474479304,9/21/2016 12:00:00 AM,07:35:04,332.92,53,30.4,94,83.04,1.12,06:11:00,18:20:00
1474483204,9/21/2016 12:00:00 AM,08:40:04,406.39,55,30.42,90,336.6,6.75,06:11:00,18:20:00
1474482903,9/21/2016 12:00:00 AM,08:35:03,410.91,55,30.42,90,1.27,5.62,06:11:00,18:20:00
1474482605,9/21/2016 12:00:00 AM,08:30:05,572.3,55,30.42,90,18.82,7.87,06:11:00,18:20:00
1474482304,9/21/2016 12:00:00 AM,08:25:04,542.18,54,30.42,91,92.25,3.37,06:11:00,18:20:00
1474481707,9/21/2016 12:00:00 AM,08:15:07,470.13,54,30.41,92,61.29,4.5,06:11:00,18:20:00
1474481403,9/21/2016 12:00:00 AM,08:10:03,374.15,55,30.41,92,39.31,5.62,06:11:00,18:20:00
1474482004,9/21/2016 12:00:00 AM,08:20:04,521.7,54,30.41,94,65.83,10.12,06:11:00,18:20:00
1474480806,9/21/2016 12:00:00 AM,08:00:06,441.81,56,30.41,90,50.76,3.37,06:11:00,18:20:00
1474480507,9/21/2016 12:00:00 AM,07:55:07,420.73,55,30.41,89,84.26,4.5,06:11:00,18:20:00
1474480204,9/21/2016 12:00:00 AM,07:50:04,398.93,55,30.41,90,115.26,5.62,06:11:00,18:20:00
1474479903,9/21/2016 12:00:00 AM,07:45:03,377.17,54,30.41,92,132.97,2.25,06:11:00,18:20:00
1474479603,9/21/2016 12:00:00 AM,07:40:03,355.49,53,30.41,92,66.4,3.37,06:11:00,18:20:00
1474481106,9/21/2016 12:00:00 AM,08:05:06,458.2,56,30.41,91,351.8,2.25,06:11:00,18:20:00
1474597221,9/22/2016 12:00:00 AM,16:20:21,470.3,66,30.41,49,122.65,4.5,06:11:00,18:19:00
1474595722,9/22/2016 12:00:00 AM,15:55:22,569.29,68,30.41,43,129.03,9.0,06:11:00,18:19:00
1474596922,9/22/2016 12:00:00 AM,16:15:22,490.14,67,30.41,49,93.8,4.5,06:11:00,18:19:00
1474596619,9/22/2016 12:00:00 AM,16:10:19,514.49,67,30.41,50,110.94,10.12,06:11:00,18:19:00
1474596319,9/22/2016 12:00:00 AM,16:05:19,538.58,67,30.41,48,177.59,12.37,06:11:00,18:19:00
1474596018,9/22/2016 12:00:00 AM,16:00:18,551.2,67,30.41,48,137.32,14.62,06:11:00,18:19:00
1474595421,9/22/2016 12:00:00 AM,15:50:21,577.82,69,30.4,41,135.67,11.25,06:11:00,18:19:00
1474593318,9/22/2016 12:00:00 AM,15:15:18,720.33,68,30.4,53,124.83,16.87,06:11:00,18:19:00
1474594818,9/22/2016 12:00:00 AM,15:40:18,622.64,67,30.41,49,164.96,19.12,06:11:00,18:19:00
1474594521,9/22/2016 12:00:00 AM,15:35:21,642.14,68,30.4,52,106.16,14.62,06:11:00,18:19:00
1474594220,9/22/2016 12:00:00 AM,15:30:20,658.41,68,30.4,49,52.77,7.87,06:11:00,18:19:00
1474593921,9/22/2016 12:00:00 AM,15:25:21,682.87,68,30.4,48,167.64,7.87,06:11:00,18:19:00
1474593620,9/22/2016 12:00:00 AM,15:20:20,706.48,68,30.4,50,104.14,10.12,06:11:00,18:19:00
1474597519,9/22/2016 12:00:00 AM,16:25:19,455.2,65,30.41,52,144.34,5.62,06:11:00,18:19:00
1474595118,9/22/2016 12:00:00 AM,15:45:18,607.92,69,30.41,42,131.21,10.12,06:11:00,18:19:00
1474597822,9/22/2016 12:00:00 AM,16:30:22,423.49,64,30.41,59,78.96,5.62,06:11:00,18:19:00
1474602619,9/22/2016 12:00:00 AM,17:50:19,78.18,59,30.42,82,63.89,4.5,06:11:00,18:19:00
1474598422,9/22/2016 12:00:00 AM,16:40:22,424.72,64,30.41,60,134.33,4.5,06:11:00,18:19:00
1474593023,9/22/2016 12:00:00 AM,15:10:23,748.33,68,30.4,53,141.15,13.5,06:11:00,18:19:00
1474602323,9/22/2016 12:00:00 AM,17:45:23,65.88,58,30.41,67,82.62,6.75,06:11:00,18:19:00
1474602048,9/22/2016 12:00:00 AM,17:40:48,64.01,57,30.41,87,351.19,2.25,06:11:00,18:19:00
1474601725,9/22/2016 12:00:00 AM,17:35:25,197.41,58,30.42,86,24.9,6.75,06:11:00,18:19:00
1474601418,9/22/2016 12:00:00 AM,17:30:18,193.61,59,30.42,83,48.93,7.87,06:11:00,18:19:00
1474601118,9/22/2016 12:00:00 AM,17:25:18,159.54,60,30.42,79,10.89,2.25,06:11:00,18:19:00
1474598120,9/22/2016 12:00:00 AM,16:35:20,409.11,64,30.41,53,127.79,12.37,06:11:00,18:19:00
1474600820,9/22/2016 12:00:00 AM,17:20:20,181.76,60,30.41,77,51.59,6.75,06:11:00,18:19:00
1474600224,9/22/2016 12:00:00 AM,17:10:24,246.68,60,30.41,80,69.04,4.5,06:11:00,18:19:00
1474599924,9/22/2016 12:00:00 AM,17:05:24,261.3,61,30.41,77,216.36,4.5,06:11:00,18:19:00
1474599622,9/22/2016 12:00:00 AM,17:00:22,287.02,62,30.41,71,9.62,12.37,06:11:00,18:19:00
1474599320,9/22/2016 12:00:00 AM,16:55:20,306.33,63,30.41,56,47.49,6.75,06:11:00,18:19:00
1474599023,9/22/2016 12:00:00 AM,16:50:23,317.37,62,30.41,58,142.09,7.87,06:11:00,18:19:00
1474598723,9/22/2016 12:00:00 AM,16:45:23,353.84,62,30.41,75,26.48,6.75,06:11:00,18:19:00
1474600519,9/22/2016 12:00:00 AM,17:15:19,210.72,60,30.41,80,56.87,5.62,06:11:00,18:19:00
1474592721,9/22/2016 12:00:00 AM,15:05:21,760.0,68,30.4,50,182.04,19.12,06:11:00,18:19:00
1474582219,9/22/2016 12:00:00 AM,12:10:19,1048.27,70,30.42,38,92.03,11.25,06:11:00,18:19:00
1474592125,9/22/2016 12:00:00 AM,14:55:25,787.78,68,30.41,49,164.34,9.0,06:11:00,18:19:00
1474586119,9/22/2016 12:00:00 AM,13:15:19,1021.24,69,30.41,41,144.59,13.5,06:11:00,18:19:00
1474585823,9/22/2016 12:00:00 AM,13:10:23,1016.01,69,30.41,40,133.65,10.12,06:11:00,18:19:00
1474585521,9/22/2016 12:00:00 AM,13:05:21,1020.86,69,30.42,38,145.58,15.75,06:11:00,18:19:00
1474585221,9/22/2016 12:00:00 AM,13:00:21,1029.46,69,30.42,39,48.88,7.87,06:11:00,18:19:00
1474584923,9/22/2016 12:00:00 AM,12:55:23,1026.06,70,30.42,42,126.67,13.5,06:11:00,18:19:00
1474584623,9/22/2016 12:00:00 AM,12:50:23,1043.82,70,30.42,41,123.91,11.25,06:11:00,18:19:00
1474586424,9/22/2016 12:00:00 AM,13:20:24,1009.16,70,30.41,30,126.44,11.25,06:11:00,18:19:00
1474584322,9/22/2016 12:00:00 AM,12:45:22,1048.62,70,30.42,41,154.89,11.25,06:11:00,18:19:00
1474583719,9/22/2016 12:00:00 AM,12:35:19,1047.28,71,30.42,36,129.04,13.5,06:11:00,18:19:00
1474583419,9/22/2016 12:00:00 AM,12:30:19,1049.18,70,30.42,38,169.69,10.12,06:11:00,18:19:00
1474583121,9/22/2016 12:00:00 AM,12:25:21,1048.33,70,30.42,37,136.29,13.5,06:11:00,18:19:00
1474582820,9/22/2016 12:00:00 AM,12:20:20,1051.97,70,30.42,37,137.95,13.5,06:11:00,18:19:00
1474582522,9/22/2016 12:00:00 AM,12:15:22,1047.71,70,30.42,41,155.62,11.25,06:11:00,18:19:00
1474602921,9/22/2016 12:00:00 AM,17:55:21,26.71,57,30.42,86,68.83,7.87,06:11:00,18:19:00
1474584019,9/22/2016 12:00:00 AM,12:40:19,1046.32,70,30.42,39,179.37,16.87,06:11:00,18:19:00
1474592421,9/22/2016 12:00:00 AM,15:00:21,767.97,68,30.41,49,74.46,3.37,06:11:00,18:19:00
1474586722,9/22/2016 12:00:00 AM,13:25:22,997.0,71,30.41,35,203.6,5.62,06:11:00,18:19:00
1474587319,9/22/2016 12:00:00 AM,13:35:19,994.54,71,30.41,32,121.87,19.12,06:11:00,18:19:00
1474591819,9/22/2016 12:00:00 AM,14:50:19,789.3,69,30.4,46,114.52,3.37,06:11:00,18:19:00
1474591520,9/22/2016 12:00:00 AM,14:45:20,819.77,69,30.41,44,85.11,10.12,06:11:00,18:19:00
1474591221,9/22/2016 12:00:00 AM,14:40:21,834.68,70,30.41,41,113.36,12.37,06:11:00,18:19:00
1474590919,9/22/2016 12:00:00 AM,14:35:19,847.88,70,30.41,40,118.23,14.62,06:11:00,18:19:00
1474590624,9/22/2016 12:00:00 AM,14:30:24,855.94,70,30.41,39,122.6,6.75,06:11:00,18:19:00
1474590318,9/22/2016 12:00:00 AM,14:25:18,891.16,70,30.4,38,121.69,15.75,06:11:00,18:19:00
1474587023,9/22/2016 12:00:00 AM,13:30:23,990.52,71,30.41,37,160.76,6.75,06:11:00,18:19:00
1474590022,9/22/2016 12:00:00 AM,14:20:22,902.09,70,30.41,33,111.01,16.87,06:11:00,18:19:00
1474589419,9/22/2016 12:00:00 AM,14:10:19,925.65,71,30.4,34,105.3,13.5,06:11:00,18:19:00
1474589125,9/22/2016 12:00:00 AM,14:05:25,934.18,71,30.41,37,151.88,12.37,06:11:00,18:19:00
1474588822,9/22/2016 12:00:00 AM,14:00:22,939.67,70,30.41,35,169.63,6.75,06:11:00,18:19:00
1474588524,9/22/2016 12:00:00 AM,13:55:24,946.58,70,30.41,35,145.36,9.0,06:11:00,18:19:00
1474587923,9/22/2016 12:00:00 AM,13:45:23,969.59,71,30.41,33,121.17,20.25,06:11:00,18:19:00
1474587626,9/22/2016 12:00:00 AM,13:40:26,982.27,71,30.41,36,105.24,10.12,06:11:00,18:19:00
1474589721,9/22/2016 12:00:00 AM,14:15:21,909.15,70,30.4,38,188.16,9.0,06:11:00,18:19:00
1474603219,9/22/2016 12:00:00 AM,18:00:19,27.62,56,30.42,89,60.52,9.0,06:11:00,18:19:00
1474624222,9/22/2016 12:00:00 AM,23:50:22,1.23,53,30.46,87,155.01,7.87,06:11:00,18:19:00
1474603822,9/22/2016 12:00:00 AM,18:10:22,7.42,54,30.42,94,179.52,10.12,06:11:00,18:19:00
1474619121,9/22/2016 12:00:00 AM,22:25:21,1.23,54,30.46,86,118.54,2.25,06:11:00,18:19:00
1474618825,9/22/2016 12:00:00 AM,22:20:25,1.28,54,30.46,84,138.83,3.37,06:11:00,18:19:00
1474618526,9/22/2016 12:00:00 AM,22:15:26,1.23,54,30.46,83,120.8,6.75,06:11:00,18:19:00
1474618225,9/22/2016 12:00:00 AM,22:10:25,1.26,54,30.46,83,127.49,5.62,06:11:00,18:19:00
1474617921,9/22/2016 12:00:00 AM,22:05:21,1.23,54,30.46,82,131.05,3.37,06:11:00,18:19:00
1474617622,9/22/2016 12:00:00 AM,22:00:22,1.24,54,30.46,83,180.44,7.87,06:11:00,18:19:00
1474619421,9/22/2016 12:00:00 AM,22:30:21,1.25,54,30.46,85,116.46,3.37,06:11:00,18:19:00
1474617322,9/22/2016 12:00:00 AM,21:55:22,1.3,54,30.46,83,142.03,6.75,06:11:00,18:19:00
1474616720,9/22/2016 12:00:00 AM,21:45:20,1.22,54,30.46,85,138.18,5.62,06:11:00,18:19:00
1474616421,9/22/2016 12:00:00 AM,21:40:21,1.26,54,30.46,84,134.25,14.62,06:11:00,18:19:00
1474616124,9/22/2016 12:00:00 AM,21:35:24,1.27,54,30.46,83,129.48,12.37,06:11:00,18:19:00
1474615825,9/22/2016 12:00:00 AM,21:30:25,1.25,54,30.46,83,167.92,6.75,06:11:00,18:19:00
1474615522,9/22/2016 12:00:00 AM,21:25:22,1.28,54,30.46,83,140.74,7.87,06:11:00,18:19:00
1474615223,9/22/2016 12:00:00 AM,21:20:23,1.26,54,30.46,84,188.98,9.0,06:11:00,18:19:00
1474617023,9/22/2016 12:00:00 AM,21:50:23,1.24,54,30.46,84,131.23,4.5,06:11:00,18:19:00
1474614936,9/22/2016 12:00:00 AM,21:15:36,1.28,54,30.46,85,151.95,2.25,06:11:00,18:19:00
1474619727,9/22/2016 12:00:00 AM,22:35:27,1.24,54,30.46,86,134.85,4.5,06:11:00,18:19:00
1474620320,9/22/2016 12:00:00 AM,22:45:20,1.27,54,30.47,86,89.01,1.12,06:11:00,18:19:00
1474581921,9/22/2016 12:00:00 AM,12:05:21,1053.17,71,30.43,32,84.45,3.37,06:11:00,18:19:00
1474623922,9/22/2016 12:00:00 AM,23:45:22,1.22,53,30.46,86,192.74,5.62,06:11:00,18:19:00
1474624523,9/22/2016 12:00:00 AM,23:55:23,1.22,53,30.45,87,180.16,7.87,06:11:00,18:19:00
1474623619,9/22/2016 12:00:00 AM,23:40:19,1.24,53,30.46,86,140.21,6.75,06:11:00,18:19:00
1474623318,9/22/2016 12:00:00 AM,23:35:18,1.26,53,30.46,86,145.42,5.62,06:11:00,18:19:00
1474623019,9/22/2016 12:00:00 AM,23:30:19,1.25,53,30.46,85,170.47,6.75,06:11:00,18:19:00
1474620020,9/22/2016 12:00:00 AM,22:40:20,1.26,54,30.46,85,118.05,2.25,06:11:00,18:19:00
1474622722,9/22/2016 12:00:00 AM,23:25:22,1.23,53,30.46,85,166.44,5.62,06:11:00,18:19:00
1474622124,9/22/2016 12:00:00 AM,23:15:24,1.24,53,30.46,85,169.02,10.12,06:11:00,18:19:00
1474621820,9/22/2016 12:00:00 AM,23:10:20,1.25,53,30.46,85,178.23,10.12,06:11:00,18:19:00
1474621527,9/22/2016 12:00:00 AM,23:05:27,1.22,53,30.46,86,180.36,9.0,06:11:00,18:19:00
1474621223,9/22/2016 12:00:00 AM,23:00:23,1.25,53,30.46,88,151.77,4.5,06:11:00,18:19:00
1474620922,9/22/2016 12:00:00 AM,22:55:22,1.25,53,30.46,89,130.2,4.5,06:11:00,18:19:00
